delta_index,pair_index,delta,alpha,beta,eta,peak_number,xM_peak,FWHM,Q,WT_peak,origin,D0_confirmed,xM_D0,above_qmin,thin_width
2,140,0.1,0.002777777777777778,0.004555555555555556,-0.2424242424242424,1,0.08749837752274364,0.008411015799885402,10.402831192391266,3508.8672439908305,malha_global,False,,,
2,160,0.1,0.001888888888888889,0.002777777777777778,-0.19047619047619047,1,0.07144963260755134,0.005615605464915505,12.723406773133485,6355.586808025759,malha_global,False,,,
2,180,0.1,0.001,0.001,0.0,1,0.049888448746001214,0.0027464180412926295,18.164914443440196,18204.754860457244,malha_global,False,,,
2,220,0.1,0.002777777777777778,0.001888888888888889,0.19047619047619047,1,0.07870457896950984,0.0068084527566141945,11.559833310593344,4810.206863681222,malha_global,False,,,
2,240,0.1,0.004555555555555556,0.002777777777777778,0.2424242424242424,1,0.0986279485631211,0.010759263846636946,9.166793376291215,2478.5340949247875,malha_global,False,,,
2,260,0.1,0.001888888888888889,0.001,0.3076923076923077,1,0.06194410750767818,0.004231570825047638,14.638560966773095,10435.974773108741,malha_global,False,,,
2,280,0.1,0.002777777777777778,0.001,0.47058823529411764,1,0.06918309709189363,0.005268402266833047,13.131703614857246,8773.357498249361,malha_global,False,,,
2,281,0.1,0.0054444444444444445,0.001888888888888889,0.48484848484848486,1,0.09594006315159335,0.010140777100855342,9.46081963910844,3345.682839003661,malha_global,False,,,
2,300,0.1,0.003666666666666667,0.001,0.5714285714285715,1,0.07413102413009177,0.006042064397162497,12.269154920776009,8242.87395200456,malha_global,False,,,
2,320,0.1,0.004555555555555556,0.001,0.64,1,0.07762471166286919,0.006622013995121759,11.722221022192494,8078.627170542322,malha_global,False,,,
2,340,0.1,0.006333333333333334,0.001,0.7272727272727273,1,0.08241381150130021,0.007462222963221812,11.044136835294731,8042.282824308436,malha_global,False,,,
2,360,0.1,0.009,0.001,0.8000000000000002,1,0.08629785477669702,0.0082493602307155,10.461157273187968,8160.009388806905,malha_global,False,,,
2,380,0.1,0.027777777777777776,0.001,0.9305019305019304,1,0.0950604793656282,0.009929386675579674,9.573650666603594,8682.606485370932,malha_global,False,,,
3,0,0.15,0.001,0.027777777777777776,-0.9305019305019304,1,0.05807644175213124,0.003872440079465425,14.997376475906234,14780.935989195154,malha_global,False,,,
3,1,0.15,0.001888888888888889,0.7222222222222222,-0.9947828755562373,1,0.07655966069112562,0.006123475314829249,12.502648701093108,6647.765605221834,malha_global,False,,,
3,2,0.15,0.002777777777777778,54.44444444444444,-0.9998979643895719,1,0.03235936569296284,0.00018611922045588813,173.86364295799473,77660.1923773957,malha_global,True,0.03233478986919717,,
3,4,0.15,0.0054444444444444445,45.55555555555556,-0.9997610041726721,1,0.04897788193684462,0.00036268801398831735,135.04135799321523,25604.544400839488,malha_global,True,0.04897416396549885,,
3,6,0.15,0.00811111111111111,90.0,-0.999819769329431,1,0.04385306977749856,0.00034690739587900365,126.41145821172947,17353.85695456492,malha_global,True,0.043931298364164054,,
3,8,0.15,0.01888888888888889,722.2222222222222,-0.9999476936757038,1,0.024434305526939714,0.00011711696335012928,208.63165188028026,4543.521167904031,malha_global,True,0.02441341556471859,,
3,9,0.15,0.03666666666666667,90.0,-0.999185517011588,1,0.09332543007969915,0.0007752265378726114,120.38472049190193,3522.4580568636484,malha_global,True,0.0934108481137835,,
3,10,0.15,0.05444444444444445,81.11111111111111,-0.998658434749278,1,0.11921280853902602,0.0015150161094370507,78.68748576100823,1550.7964756925737,malha_global,True,0.11946347611249897,,
3,11,0.15,0.07222222222222222,100.0,-0.9985565980125465,1,0.12461641094062709,0.0013372371150155854,93.18946471148065,1426.8914073356607,malha_global,True,0.12480060996968978,,
3,12,0.15,0.09,188.88888888888889,-0.9990475126557345,1,0.10300200133422283,0.0007243447450577534,142.2002465497424,1959.1864676247808,malha_global,True,0.10286902228490105,,
3,13,0.15,0.18888888888888888,633.3333333333333,-0.9994036866197801,1,0.08241381150130021,0.00038841778172640784,212.17826623434692,2726.979754830168,malha_global,True,0.08237383113618567,,
3,17,0.15,3.6666666666666665,544.4444444444445,-0.9866207176160553,1,0.38939292861907937,0.0018471033514804724,210.81274543028516,61.82943118643981,malha_global,True,0.38939146047688333,,
3,18,0.15,8.11111111111111,900.0,-0.9821363024593173,1,0.45063375583722476,0.001417432237331706,317.92260960956816,41.817291573057936,malha_global,True,0.4505593557653563,,
3,19,0.15,100.0,3000.0,-0.9354838709677419,1,0.8511007338225482,0.001018040539944809,836.0185085249051,9.581000395468878,malha_global,True,0.8512129085290322,,
3,20,0.15,0.001,0.009,-0.8000000000000002,1,0.05701642722807478,0.0037597404110707305,15.164990396727195,14502.60396027844,malha_global,False,,,
3,40,0.15,0.001,0.006333333333333334,-0.7272727272727273,1,0.05649369748123028,0.0036659121632278413,15.410543124275922,14444.271966273925,malha_global,False,,,
3,60,0.15,0.001,0.004555555555555556,-0.64,1,0.055718574893192985,0.00357005675586769,15.60719582444027,14381.024494054585,malha_global,False,,,
3,61,0.15,0.001888888888888889,0.01,-0.6822429906542055,1,0.07691304402866098,0.006827015310765933,11.265983819806607,5556.934667039523,malha_global,False,,,
3,80,0.15,0.001,0.003666666666666667,-0.5714285714285715,1,0.05495408738576248,0.003478723398460719,15.797199458306693,14412.153323387285,malha_global,False,,,
3,81,0.15,0.001888888888888889,0.007222222222222223,-0.5853658536585367,1,0.07585775750291836,0.00660813179086657,11.479455904279204,5553.007326393019,malha_global,False,,,
3,100,0.15,0.001,0.002777777777777778,-0.47058823529411764,1,0.05395106225151279,0.00335058647017647,16.101975797888088,14515.084401050335,malha_global,False,,,
3,101,0.15,0.001888888888888889,0.0054444444444444445,-0.48484848484848486,1,0.07447319739059889,0.00636701618269668,11.696718722498453,5579.890915174815,malha_global,False,,,
3,120,0.15,0.001,0.001888888888888889,-0.3076923076923077,1,0.05199959965335162,0.0031198898939356207,16.66712654008316,15035.589619088007,malha_global,False,,,
3,121,0.15,0.002777777777777778,0.006333333333333334,-0.39024390243902446,1,0.08830799004185631,0.008985403047198096,9.827938666523508,3184.316514418524,malha_global,False,,,
3,140,0.15,0.002777777777777778,0.004555555555555556,-0.2424242424242424,1,0.08550667128846832,0.008390079774057854,10.191401463530198,3329.9797383769833,malha_global,False,,,
3,160,0.15,0.001888888888888889,0.002777777777777778,-0.19047619047619047,1,0.0695024317588797,0.0055526272348346145,12.51703541755038,6084.3271861199755,malha_global,False,,,
3,180,0.15,0.001,0.001,0.0,1,0.04764309868054156,0.002612478186324825,18.236745068315688,18269.94137457278,malha_global,False,,,
3,220,0.15,0.002777777777777778,0.001888888888888889,0.19047619047619047,1,0.07379042301291007,0.006257991163428803,11.79139137238406,5120.815123411605,malha_global,False,,,
3,240,0.15,0.004555555555555556,0.002777777777777778,0.2424242424242424,1,0.09204495717531712,0.009773143821924332,9.418152321551887,2687.9091064087834,malha_global,False,,,
3,260,0.15,0.001888888888888889,0.001,0.3076923076923077,1,0.057279603098582925,0.003792390958458562,15.103823346806134,11569.445804102339,malha_global,False,,,
